customer_id,segment,region,risk_tier,main_risk_driver,recommended_action,governance_priority_score,total_revenue,revenue_in_scope,high_discount_revenue,margin_at_risk_revenue,discount_leakage_value,priority_value_proxy
C00848,Mid-Market,Europe,Low,pricing_risk_score,monitor only,42.13,2381422.48,2381422.48,443321.26000000007,59815.56,501628.99999999994,25200.295428
C00358,Enterprise,Europe,Medium,discount_dependency_score,review segment pricing,54.71,1942238.47,1942238.47,1123986.3299999998,46006.11,519866.2,25169.942781
C01057,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,47.2,3961187.14,3961187.14,1724039.79,52365.15,948931.3199999998,24716.350800000004
C00873,Public Sector,North America,Medium,discount_dependency_score,review segment pricing,50.61,3191640.31,3191640.31,1192075.85,48318.840000000004,761602.7100000001,24454.164924
C00827,Mid-Market,LATAM,Medium,pricing_risk_score,review segment pricing,48.76,4661264.2,4661264.2,1903794.7800000003,49969.92,1136888.3199999998,24365.332992
C00101,Enterprise,North America,Low,discount_dependency_score,monitor only,37.75,3543651.23,3543651.23,859658.4799999999,63494.759999999995,769938.9299999998,23969.2719
C00614,Public Sector,North America,Low,discount_dependency_score,monitor only,41.17,3412682.74,3412682.74,565893.67,57938.4,763459.0000000001,23853.23928
C00327,Enterprise,North America,Low,discount_dependency_score,monitor only,37.92,8085321.27,8085321.27,1284915.33,62871.8,1793642.2100000002,23840.986560000005
C01118,Enterprise,LATAM,High,discount_dependency_score,redesign discount policy,66.78,727935.6,727935.6,664548.6000000001,35642.7,206306.56000000003,23802.195060000002
C01068,Mid-Market,Europe,Low,pricing_risk_score,monitor only,39.94,1565602.32,1565602.32,326426.39999999997,58741.350000000006,340901.12000000005,23461.29519
C00905,Public Sector,Europe,Medium,margin_erosion_score,review segment pricing,45.55,420303.23,420303.23,50946.8,50946.8,91636.98000000003,23206.2674
C00799,Mid-Market,APAC,Low,pricing_risk_score,monitor only,32.75,1786851.09,1786851.09,171569.75,70221.82,359678.01,22997.646050000003
C00226,Enterprise,North America,Low,discount_dependency_score,monitor only,38.38,2072302.58,2072302.58,573213.3,59706.72,469914.0500000001,22915.439136
C01034,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,49.67,4065879.86,4065879.86,1764295.01,46020.0,1020819.2000000002,22858.134000000002
C00508,Enterprise,North America,Low,pricing_risk_score,monitor only,42.63,662527.1,662527.1,108397.51000000001,52626.350000000006,153038.71000000002,22434.613005000003
C00365,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,44.13,1238553.56,1238553.56,485570.66000000003,49191.4,276070.33,21708.16482
C00506,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,59.38,4999155.28,4999155.28,2883540.2600000002,36514.170000000006,1275512.7000000002,21682.114146000004
C00632,Enterprise,APAC,Low,discount_dependency_score,monitor only,39.94,2541212.67,2541212.67,665703.5300000001,53821.8,571888.1599999999,21496.42692
C00984,Mid-Market,North America,Low,pricing_risk_score,monitor only,42.68,1253300.82,1253300.82,392915.71,50131.98,301212.5900000001,21396.329064
C01049,Enterprise,North America,Medium,discount_dependency_score,review segment pricing,45.41,2303194.25,2303194.25,419395.77999999997,45202.12,540237.3300000001,20526.282691999997
C01175,Mid-Market,North America,Low,pricing_risk_score,monitor only,40.47,2415540.67,2415540.67,428568.07999999996,50485.600000000006,516415.9,20431.522320000004
C00603,Enterprise,North America,Low,discount_dependency_score,monitor only,41.46,2828363.39,2828363.39,618929.09,48408.840000000004,647277.3200000001,20070.305064000004
C00707,Enterprise,Europe,Medium,discount_dependency_score,review segment pricing,46.78,2215387.89,2215387.89,789327.28,41626.48,523218.4700000001,19472.867344000002
C00780,Enterprise,North America,Medium,discount_dependency_score,review segment pricing,62.37,599385.42,599385.42,386403.16000000003,31066.100000000002,158470.90999999997,19375.92657
C00305,Enterprise,LATAM,Medium,discount_dependency_score,review segment pricing,60.27,1710382.73,1710382.73,1197731.69,31852.14,446903.24,19197.284778
C00291,Enterprise,North America,Low,discount_dependency_score,monitor only,44.6,2107586.23,2107586.23,951328.58,42334.24,534865.0399999999,18881.07104
C00712,Mid-Market,North America,Low,discount_dependency_score,monitor only,36.99,1792951.58,1792951.58,238517.52000000002,50530.55,371665.28,18691.250445
C00567,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,50.06,843391.97,843391.97,342677.53,36459.899999999994,207024.35000000003,18251.82594
C00414,Enterprise,North America,Low,discount_dependency_score,monitor only,40.8,6428107.88,6428107.88,1399848.2899999998,44361.520000000004,1420672.53,18099.50016
C01167,Enterprise,North America,Medium,discount_dependency_score,review segment pricing,55.99,4008658.1,4008658.1,2033353.3,32234.04,988069.6900000001,18047.838996000002
C00257,Enterprise,North America,Low,margin_erosion_score,monitor only,41.13,685874.35,685874.35,248532.59999999998,42937.72,161369.0,17660.284236
C00724,Public Sector,North America,Low,margin_erosion_score,monitor only,35.38,1741199.6,1741199.6,229528.80999999997,49365.99,356999.14999999997,17465.687262
C00961,Mid-Market,Europe,Low,pricing_risk_score,monitor only,38.94,1697769.86,1697769.86,388374.94000000006,44053.2,349631.86000000004,17154.316079999997
C00882,Mid-Market,North America,Medium,pricing_risk_score,review segment pricing,46.38,2699637.14,2699637.14,822289.6000000001,36164.869999999995,612406.3799999999,16773.266706
C00334,Enterprise,LATAM,Low,pricing_risk_score,monitor only,39.39,4108420.65,4108420.65,702625.5099999999,42437.22,929333.51,16716.020958
C01143,Enterprise,LATAM,Low,margin_erosion_score,monitor only,31.13,3009670.05,3009670.05,164903.1,53320.5,614999.79,16598.671649999997
C00100,Public Sector,North America,Low,margin_erosion_score,monitor only,38.11,1380481.91,1380481.91,183770.12,42672.81,287210.98000000004,16262.607891
C00447,Public Sector,North America,Low,pricing_risk_score,monitor only,38.92,943258.7,943258.7,78212.16,41162.0,191431.85000000003,16020.250399999999
C00003,Enterprise,LATAM,Medium,discount_dependency_score,review segment pricing,49.34,3548492.53,3548492.53,1371920.4200000002,31008.649999999998,862060.9500000001,15299.66791
C00133,Mid-Market,Europe,Low,pricing_risk_score,monitor only,39.04,2813225.11,2813225.11,515523.52,38909.43,596870.9500000001,15190.241472
C00083,Enterprise,Europe,Medium,discount_dependency_score,review segment pricing,49.34,1446057.77,1446057.77,582891.6000000001,30548.52,363782.62,15072.639768000003
C01177,Mid-Market,APAC,Low,pricing_risk_score,monitor only,38.76,2957697.07,2957697.07,470184.25000000006,37605.24,616037.1200000001,14575.791024
C00296,Enterprise,Europe,Medium,discount_dependency_score,review segment pricing,64.97,1399064.8900000001,1399064.8900000001,1017214.28,21704.24,386647.80999999994,14101.244728
C00308,Mid-Market,Europe,Low,pricing_risk_score,monitor only,44.64,744557.72,744557.72,254093.43,31423.85,166708.99999999994,14027.60664
C00879,Mid-Market,North America,Low,pricing_risk_score,monitor only,43.0,465407.54000000004,465407.54000000004,135096.33,30359.31,95384.2,13054.5033
C00696,Mid-Market,North America,Low,pricing_risk_score,monitor only,39.22,1357200.21,1357200.21,202253.91,31005.18,284915.80000000005,12160.231596
C01061,Public Sector,Europe,Low,margin_erosion_score,monitor only,33.72,1308626.79,1308626.79,239892.11000000002,34951.020000000004,280183.9599999999,11785.483944000001
C00581,Mid-Market,North America,Low,discount_dependency_score,monitor only,36.82,1753274.0,1753274.0,182547.0,31766.31,365789.23,11696.355342
C00013,Mid-Market,Europe,Low,pricing_risk_score,monitor only,42.95,1567476.66,1567476.66,430200.9,26825.1,352951.6,11521.38045
C01029,Mid-Market,North America,Low,pricing_risk_score,monitor only,35.35,5152237.51,5152237.51,579752.79,32518.68,1017276.5099999999,11495.35338
C00866,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,52.12,5085532.32,5085532.32,1948643.3099999998,21893.64,1221395.92,11410.965167999999
C00951,Mid-Market,Europe,Low,pricing_risk_score,monitor only,35.45,452873.97,452873.97,61540.54000000001,30203.04,91312.75000000003,10706.977680000002
C00468,Enterprise,North America,Medium,discount_dependency_score,review segment pricing,56.73,3632690.07,3632690.07,1919811.1800000006,18747.12,943740.61,10635.241175999998
C00042,Enterprise,North America,Low,margin_erosion_score,monitor only,39.44,1859564.67,1859564.67,420156.87,26741.399999999998,403755.54000000004,10546.808159999999
C00104,Public Sector,North America,Low,discount_dependency_score,monitor only,41.41,3386218.42,3386218.42,1160121.3499999999,24651.92,772684.76,10208.360071999998
C00652,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,47.57,4336648.37,4336648.37,1619536.0400000003,21372.2,1053668.53,10166.75554
C00351,Mid-Market,North America,Low,pricing_risk_score,monitor only,42.48,870197.9500000001,870197.9500000001,255401.46000000002,23163.56,194194.21999999997,9839.880288
C01075,Enterprise,APAC,Low,discount_dependency_score,monitor only,44.56,4444914.69,4444914.69,1317854.97,21832.38,1042342.7,9728.508528
C00004,Mid-Market,LATAM,Medium,discount_dependency_score,review segment pricing,45.01,2418390.83,2418390.83,988770.8,21340.52,560165.08,9605.368052
C00326,Mid-Market,North America,Low,discount_dependency_score,monitor only,34.83,1412621.93,1412621.93,111145.35,27493.95,292407.41000000003,9576.142785
C00154,Mid-Market,North America,Low,discount_dependency_score,monitor only,26.5,528969.9,528969.9,47155.850000000006,31940.100000000002,84164.78,8464.1265
C00390,Enterprise,North America,Low,discount_dependency_score,monitor only,43.38,2658454.13,2658454.13,722366.0800000001,19279.14,597495.68,8363.290932
C01024,Mid-Market,North America,Low,pricing_risk_score,monitor only,43.05,1844795.91,1844795.91,653896.14,17977.47,416301.05999999994,7739.300835
C00574,Enterprise,APAC,Low,discount_dependency_score,monitor only,39.45,4385248.55,4385248.55,1359969.0,18831.989999999998,1012335.7100000001,7429.220055
C00274,Mid-Market,Europe,Low,pricing_risk_score,monitor only,27.6,2637452.42,2637452.42,62767.97,26091.04,458730.59,7201.127040000001
C00564,Mid-Market,North America,Medium,margin_erosion_score,review segment pricing,46.92,83690.07,83690.07,15065.310000000001,15065.310000000001,18975.79,7068.643452
C00158,Mid-Market,Europe,Medium,pricing_risk_score,review segment pricing,48.5,459408.05,459408.05,147377.29,14517.54,106510.85999999999,7041.0069
C01200,Mid-Market,Europe,Low,discount_dependency_score,monitor only,44.25,1474273.27,1474273.27,568149.78,15326.849999999999,348663.18000000005,6782.131124999999
C00065,Mid-Market,Europe,Medium,discount_dependency_score,review segment pricing,45.22,601747.21,601747.21,284269.91000000003,14812.98,146655.91,6698.429556
C00666,Mid-Market,APAC,Low,pricing_risk_score,monitor only,25.12,1310659.15,1310659.15,26358.12,26358.12,196921.99999999997,6621.1597440000005
C00624,Mid-Market,Europe,Low,pricing_risk_score,monitor only,39.56,877987.16,877987.16,124446.93999999999,16702.5,180996.89,6607.509
C00480,SMB,Europe,Low,pricing_risk_score,monitor only,31.74,634658.71,634658.71,71315.94,20147.08,107776.25,6394.6831919999995
C00465,Mid-Market,APAC,Low,discount_dependency_score,monitor only,27.21,762712.0,762712.0,69959.68000000001,22211.44,141482.05,6043.732824
C00460,Mid-Market,North America,Low,pricing_risk_score,monitor only,44.95,606419.87,606419.87,193049.02999999997,13017.54,140386.32999999996,5851.384230000001
C00186,Mid-Market,North America,Medium,discount_dependency_score,review segment pricing,50.18,712857.82,712857.82,418786.07,11080.2,186334.95,5560.044360000001
C00251,Mid-Market,LATAM,Medium,discount_dependency_score,review segment pricing,47.27,1172911.71,1172911.71,321305.03,10268.48,273245.42,4853.9104959999995
C00410,Public Sector,Europe,Low,discount_dependency_score,monitor only,41.47,1492776.32,1492776.32,489512.39,10984.8,338539.03999999986,4555.39656
C01067,SMB,LATAM,Low,pricing_risk_score,monitor only,30.02,282778.99,282778.99,9919.61,9919.61,46029.08999999998,2977.8669220000006
C00470,Mid-Market,APAC,Medium,pricing_risk_score,review segment pricing,46.46,1441469.73,1441469.73,432939.25,6111.95,329352.52,2839.61197
C00863,Enterprise,Europe,Low,discount_dependency_score,monitor only,42.74,5497194.98,5497194.98,1668371.69,5993.83,1248715.62,2561.762942
C00302,SMB,APAC,Low,discount_dependency_score,monitor only,22.11,695180.81,695180.81,10565.48,10565.48,88366.25999999998,2336.027628
C00817,Enterprise,North America,Low,margin_erosion_score,monitor only,42.19,1086917.62,1086917.62,270393.88,5359.4,255999.90000000002,2261.1308599999998
C00900,Mid-Market,North America,Low,pricing_risk_score,monitor only,39.27,778331.15,778331.15,124419.71,5150.02,162126.86999999997,2022.4128540000004
C00719,Mid-Market,Europe,Low,pricing_risk_score,monitor only,31.67,769491.49,769491.49,21035.34,5881.06,133715.79999999996,1862.5317020000005
C01149,Mid-Market,North America,Low,pricing_risk_score,monitor only,31.28,937219.4500000001,937219.4500000001,87561.48,5030.37,177410.53999999998,1573.499736
C00683,SMB,North America,Low,pricing_risk_score,monitor only,27.38,244541.32,244541.32,4914.86,4914.86,44372.71,1345.6886679999998
C00896,Enterprise,North America,High,discount_dependency_score,redesign discount policy,75.94,1640050.48,1640050.48,1640050.48,0.0,553633.97,0.0
C00012,Enterprise,LATAM,High,discount_dependency_score,redesign discount policy,70.11,2843194.7,2843194.7,2416653.63,0.0,872667.47,0.0
C01186,Enterprise,LATAM,High,discount_dependency_score,redesign discount policy,66.35,660752.5599999999,660752.5599999999,571027.3999999999,0.0,200397.38,0.0
C00563,Enterprise,North America,High,discount_dependency_score,redesign discount policy,65.89,1741477.28,1741477.28,1021754.33,0.0,471384.11999999994,0.0
C00913,Enterprise,North America,High,discount_dependency_score,redesign discount policy,65.65,904588.84,904588.84,688952.97,0.0,243352.37999999998,0.0
C00046,Enterprise,North America,Medium,discount_dependency_score,review segment pricing,64.31,4056461.44,4056461.44,2701782.9,0.0,1079442.26,0.0
C00321,Enterprise,North America,Medium,discount_dependency_score,review segment pricing,63.98,1549342.78,1549342.78,1000055.91,0.0,408729.20000000007,0.0
C00892,Public Sector,APAC,Medium,discount_dependency_score,review segment pricing,62.92,1639786.59,1639786.59,1153114.6,0.0,435697.05000000005,0.0
C00426,Enterprise,LATAM,Medium,discount_dependency_score,review segment pricing,60.18,4530470.99,4530470.99,3057191.26,0.0,1198318.34,0.0
C00495,Enterprise,Europe,Medium,discount_dependency_score,review segment pricing,57.54,681982.56,681982.56,630684.48,0.0,203239.60000000003,0.0
C00383,Enterprise,North America,Medium,discount_dependency_score,review segment pricing,56.29,1578570.22,1578570.22,437200.66000000003,0.0,377728.7699999999,0.0
C00219,Enterprise,APAC,Medium,pricing_risk_score,review segment pricing,54.41,1262001.6400000001,1262001.6400000001,443362.12,0.0,315167.30999999994,0.0
C00591,Enterprise,LATAM,Medium,discount_dependency_score,review segment pricing,54.35,1235778.59,1235778.59,664186.6799999999,0.0,328290.12999999995,0.0
C00789,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,53.9,1128991.02,1128991.02,471031.85000000003,0.0,302411.24,0.0
C00174,Enterprise,LATAM,Medium,discount_dependency_score,review segment pricing,53.74,1988482.86,1988482.86,1020498.3999999999,0.0,505881.53,0.0
C00406,Enterprise,North America,Medium,discount_dependency_score,review segment pricing,53.18,1190166.69,1190166.69,597851.72,0.0,310468.27000000014,0.0
C00689,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,52.69,323415.27,323415.27,237905.83,0.0,91772.20000000001,0.0
C00298,Enterprise,Europe,Medium,discount_dependency_score,review segment pricing,52.39,1913071.63,1913071.63,968983.26,0.0,470026.6600000001,0.0
C00599,Public Sector,Europe,Medium,discount_dependency_score,review segment pricing,51.9,4504399.62,4504399.62,2237819.5,0.0,1115928.29,0.0
C00353,Mid-Market,North America,Medium,discount_dependency_score,review segment pricing,51.38,1250548.78,1250548.78,700169.5299999999,0.0,304071.88000000006,0.0
C00185,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,51.31,2218305.32,2218305.32,1171985.78,0.0,569349.1600000001,0.0
C00165,Mid-Market,Europe,Medium,discount_dependency_score,review segment pricing,51.02,1798627.19,1798627.19,876206.9099999999,0.0,423845.3700000001,0.0
C00572,Enterprise,LATAM,Medium,discount_dependency_score,review segment pricing,50.96,1495723.67,1495723.67,582352.75,0.0,349259.02,0.0
C00031,Mid-Market,North America,Medium,discount_dependency_score,review segment pricing,50.95,2451455.72,2451455.72,1125298.3,0.0,589298.7100000001,0.0
C00064,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,50.62,1340581.99,1340581.99,570256.8200000001,0.0,340385.49,0.0
C00695,Enterprise,North America,Medium,pricing_risk_score,review segment pricing,50.48,352132.27,352132.27,124504.67000000001,0.0,91943.34,0.0
C00325,Enterprise,LATAM,Medium,pricing_risk_score,review segment pricing,50.36,260055.78,260055.78,126661.22,0.0,68949.20000000001,0.0
C00201,Enterprise,Europe,Medium,discount_dependency_score,review segment pricing,49.69,107351.23999999999,107351.23999999999,50907.1,0.0,24354.98,0.0
C00019,Enterprise,Europe,Medium,discount_dependency_score,review segment pricing,49.63,843954.62,843954.62,375309.07,0.0,211123.33999999997,0.0
C00479,Mid-Market,APAC,Medium,discount_dependency_score,review segment pricing,49.6,65169.02,65169.02,20237.28,0.0,14437.290000000008,0.0
C01152,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,49.54,261308.76,261308.76,110581.15999999999,0.0,57977.39000000001,0.0
C00854,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,48.8,1353007.02,1353007.02,585025.32,0.0,334233.42000000004,0.0
C00063,Mid-Market,North America,Medium,margin_erosion_score,review segment pricing,48.07,42127.78,42127.78,21263.699999999997,0.0,10268.360000000004,0.0
C00418,Enterprise,Europe,Medium,discount_dependency_score,review segment pricing,47.75,3117423.76,3117423.76,1238204.7300000002,0.0,748522.1200000001,0.0
C01088,Enterprise,LATAM,Medium,discount_dependency_score,review segment pricing,47.41,4383579.91,4383579.91,1835051.72,0.0,1021570.52,0.0
C01123,Enterprise,North America,Medium,discount_dependency_score,review segment pricing,47.38,4036848.38,4036848.38,1560703.26,0.0,951946.3,0.0
C00088,Mid-Market,North America,Medium,discount_dependency_score,review segment pricing,47.36,1013244.05,1013244.05,539339.64,0.0,240857.88000000006,0.0
C00527,Public Sector,North America,Medium,discount_dependency_score,review segment pricing,47.32,198915.97999999998,198915.97999999998,115558.54,0.0,49689.55,0.0
C00502,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,47.28,1337056.89,1337056.89,439569.44999999995,0.0,324496.29000000004,0.0
C00306,Mid-Market,Europe,Medium,pricing_risk_score,review segment pricing,46.98,97668.98000000001,97668.98000000001,22423.6,0.0,23923.66,0.0
C00862,Mid-Market,North America,Medium,discount_dependency_score,review segment pricing,46.71,1149518.08,1149518.08,606967.91,0.0,286550.37999999995,0.0
C01131,Public Sector,Europe,Medium,pricing_risk_score,review segment pricing,46.64,293880.83,293880.83,29828.4,0.0,70877.92000000001,0.0
C00631,Enterprise,Europe,Medium,discount_dependency_score,review segment pricing,46.63,1407957.77,1407957.77,432537.34,0.0,320852.45,0.0
C00673,Public Sector,APAC,Medium,discount_dependency_score,review segment pricing,46.59,2519339.1,2519339.1,998872.14,0.0,598022.96,0.0
C00223,Mid-Market,Europe,Medium,pricing_risk_score,review segment pricing,46.54,60760.44,60760.44,12472.12,0.0,11719.359999999999,0.0
C01182,SMB,North America,Medium,discount_dependency_score,review segment pricing,46.43,256201.75,256201.75,66681.42,0.0,52386.48999999999,0.0
C00959,Mid-Market,North America,Medium,pricing_risk_score,review segment pricing,46.29,261973.88,261973.88,48417.200000000004,0.0,58653.01000000001,0.0
C00428,Enterprise,North America,Medium,margin_erosion_score,review segment pricing,46.12,466276.85,466276.85,105344.16,0.0,105809.84000000003,0.0
C00765,Enterprise,LATAM,Medium,discount_dependency_score,review segment pricing,46.08,6317180.93,6317180.93,2591658.8000000003,0.0,1509186.3,0.0
C00736,Mid-Market,North America,Medium,margin_erosion_score,review segment pricing,46.04,164913.07,164913.07,0.0,0.0,35798.98000000001,0.0
C00043,Mid-Market,North America,Medium,discount_dependency_score,review segment pricing,45.75,846068.9500000001,846068.9500000001,403603.46,0.0,198122.81999999995,0.0
C00528,Public Sector,APAC,Medium,margin_erosion_score,review segment pricing,45.67,175223.58000000002,175223.58000000002,0.0,0.0,34900.299999999996,0.0
C00089,SMB,Europe,Medium,pricing_risk_score,review segment pricing,45.57,32604.559999999998,32604.559999999998,0.0,0.0,5805.490000000002,0.0
C00313,SMB,Europe,Medium,pricing_risk_score,review segment pricing,45.53,84698.6,84698.6,0.0,0.0,16662.429999999997,0.0
C00722,SMB,North America,Medium,margin_erosion_score,review segment pricing,45.46,22347.129999999997,22347.129999999997,0.0,0.0,3922.1900000000005,0.0
C00010,Mid-Market,North America,Medium,pricing_risk_score,review segment pricing,45.36,323087.27,323087.27,69418.79999999999,0.0,68331.67999999998,0.0
C00440,Mid-Market,LATAM,Medium,pricing_risk_score,review segment pricing,45.29,60565.0,60565.0,0.0,0.0,12553.029999999995,0.0
C01003,SMB,APAC,Medium,margin_erosion_score,review segment pricing,45.27,143356.9,143356.9,0.0,0.0,21203.75,0.0
C00929,Mid-Market,North America,Medium,margin_erosion_score,review segment pricing,45.25,4593.66,4593.66,0.0,0.0,964.5200000000004,0.0
C00423,SMB,LATAM,Medium,margin_erosion_score,review segment pricing,45.23,35228.91,35228.91,0.0,0.0,4776.449999999997,0.0
C00868,Enterprise,APAC,Medium,discount_dependency_score,review segment pricing,45.21,2809480.91,2809480.91,913562.1300000001,0.0,673818.7000000002,0.0
C00872,SMB,Europe,Medium,margin_erosion_score,review segment pricing,45.2,14408.16,14408.16,0.0,0.0,3028.4399999999987,0.0
C00971,SMB,North America,Medium,pricing_risk_score,review segment pricing,45.06,104850.70000000001,104850.70000000001,0.0,0.0,17612.440000000002,0.0
C00245,Mid-Market,North America,Medium,margin_erosion_score,review segment pricing,45.05,11180.92,11180.92,0.0,0.0,2036.2399999999998,0.0
C00474,SMB,North America,Low,margin_erosion_score,monitor only,44.9,50038.13999999999,50038.13999999999,0.0,0.0,5891.830000000007,0.0
C00033,SMB,North America,Low,margin_erosion_score,monitor only,44.88,34895.399999999994,34895.399999999994,0.0,0.0,5905.710000000006,0.0
C00944,SMB,LATAM,Low,pricing_risk_score,monitor only,44.81,87038.17,87038.17,0.0,0.0,10469.749999999996,0.0
C00181,Enterprise,Europe,Low,discount_dependency_score,monitor only,44.76,1015602.24,1015602.24,375618.36,0.0,240349.99000000002,0.0
C00604,Mid-Market,Europe,Low,discount_dependency_score,monitor only,44.62,608109.4,608109.4,108839.22,0.0,123544.96999999999,0.0
C01043,Mid-Market,North America,Low,margin_erosion_score,monitor only,44.59,52492.86,52492.86,0.0,0.0,8922.340000000004,0.0
C00619,SMB,Europe,Low,pricing_risk_score,monitor only,44.54,27823.77,27823.77,0.0,0.0,5503.869999999999,0.0
C00556,SMB,Europe,Low,pricing_risk_score,monitor only,44.45,60105.2,60105.2,0.0,0.0,4736.120000000001,0.0
C00448,Mid-Market,LATAM,Low,discount_dependency_score,monitor only,44.3,126868.0,126868.0,30469.480000000003,0.0,23955.05,0.0
C00376,SMB,North America,Low,margin_erosion_score,monitor only,44.3,16722.16,16722.16,0.0,0.0,2726.7999999999993,0.0
C01139,SMB,Europe,Low,margin_erosion_score,monitor only,44.24,51007.92,51007.92,0.0,0.0,7451.040000000001,0.0
C01135,Public Sector,Europe,Low,pricing_risk_score,monitor only,44.21,815611.8,815611.8,204034.5,0.0,175900.85000000003,0.0
C00145,Mid-Market,APAC,Low,pricing_risk_score,monitor only,44.04,223230.19,223230.19,43414.82,0.0,42410.08000000003,0.0
C00539,SMB,Europe,Low,pricing_risk_score,monitor only,44.03,3032.46,3032.46,0.0,0.0,499.69000000000005,0.0
C00178,Public Sector,APAC,Low,discount_dependency_score,monitor only,44.03,2615473.05,2615473.05,1073604.77,0.0,615292.0600000002,0.0
C00189,Mid-Market,APAC,Low,pricing_risk_score,monitor only,44.01,1116525.71,1116525.71,336673.1099999999,0.0,252487.68,0.0
C01122,SMB,North America,Low,margin_erosion_score,monitor only,43.93,94240.45,94240.45,0.0,0.0,13138.379999999997,0.0
C00049,Mid-Market,APAC,Low,margin_erosion_score,monitor only,43.89,117889.87,117889.87,0.0,0.0,14266.419999999991,0.0
C00011,SMB,LATAM,Low,discount_dependency_score,monitor only,43.68,13192.82,13192.82,0.0,0.0,1740.2200000000012,0.0
C00443,Mid-Market,Europe,Low,discount_dependency_score,monitor only,43.61,10277.58,10277.58,0.0,0.0,1504.4699999999993,0.0
C00130,Mid-Market,North America,Low,discount_dependency_score,monitor only,43.59,849571.34,849571.34,309738.01,0.0,196002.06999999992,0.0
C00715,Enterprise,North America,Low,discount_dependency_score,monitor only,43.58,757368.4400000001,757368.4400000001,116358.02000000002,0.0,166631.21999999997,0.0
C00932,SMB,LATAM,Low,margin_erosion_score,monitor only,43.52,6120.18,6120.18,0.0,0.0,690.8800000000001,0.0
C00070,SMB,Europe,Low,margin_erosion_score,monitor only,43.52,29015.149999999998,29015.149999999998,0.0,0.0,3518.16,0.0
C00956,Enterprise,APAC,Low,discount_dependency_score,monitor only,43.52,1888472.57,1888472.57,838954.3099999999,0.0,436391.83999999997,0.0
C00090,Mid-Market,Europe,Low,discount_dependency_score,monitor only,43.51,662661.96,662661.96,202872.58000000002,0.0,156992.46999999997,0.0
C00197,Mid-Market,Europe,Low,pricing_risk_score,monitor only,43.5,121113.56,121113.56,26663.35,0.0,29133.340000000004,0.0
C01011,Mid-Market,APAC,Low,pricing_risk_score,monitor only,43.47,1678057.81,1678057.81,765607.7799999999,0.0,388109.44000000006,0.0
C00234,Mid-Market,North America,Low,pricing_risk_score,monitor only,43.46,1152340.03,1152340.03,250054.55000000002,0.0,246820.31,0.0
C00498,Mid-Market,LATAM,Low,discount_dependency_score,monitor only,43.34,247148.1,247148.1,56739.91,0.0,53052.479999999996,0.0
C00037,SMB,North America,Low,discount_dependency_score,monitor only,43.34,53065.93,53065.93,0.0,0.0,5250.479999999998,0.0
C00718,SMB,LATAM,Low,discount_dependency_score,monitor only,43.22,61751.7,61751.7,0.0,0.0,5308.46,0.0
C01039,SMB,North America,Low,discount_dependency_score,monitor only,43.17,29838.46,29838.46,0.0,0.0,3556.590000000002,0.0
C00066,Mid-Market,LATAM,Low,pricing_risk_score,monitor only,43.16,317505.02,317505.02,48381.829999999994,0.0,66072.69000000003,0.0
C00847,SMB,Europe,Low,discount_dependency_score,monitor only,43.15,2303.12,2303.12,0.0,0.0,285.6400000000003,0.0
C00646,Enterprise,Europe,Low,pricing_risk_score,monitor only,43.07,592091.82,592091.82,53471.4,0.0,125219.76000000001,0.0
C00637,Mid-Market,North America,Low,discount_dependency_score,monitor only,43.0,1285711.18,1285711.18,476663.65,0.0,291556.6100000001,0.0
C00819,Mid-Market,Europe,Low,discount_dependency_score,monitor only,42.8,147114.77000000002,147114.77000000002,70119.86,0.0,32931.31999999999,0.0
C00175,SMB,APAC,Low,discount_dependency_score,monitor only,42.8,9954.11,9954.11,0.0,0.0,883.2799999999997,0.0
C00912,Enterprise,Europe,Low,margin_erosion_score,monitor only,42.71,391952.95999999996,391952.95999999996,61815.909999999996,0.0,95442.77000000002,0.0
C00110,Enterprise,APAC,Low,discount_dependency_score,monitor only,42.65,9459994.11,9459994.11,2926960.58,0.0,2129233.08,0.0
C00967,Public Sector,APAC,Low,discount_dependency_score,monitor only,42.59,4256028.71,4256028.71,895347.87,0.0,928514.2000000001,0.0
C00857,Mid-Market,APAC,Low,pricing_risk_score,monitor only,42.46,289658.19999999995,289658.19999999995,104401.27,0.0,62904.11000000003,0.0
C00818,Mid-Market,North America,Low,pricing_risk_score,monitor only,42.42,849394.44,849394.44,200656.60000000003,0.0,184668.41000000003,0.0
C00649,Mid-Market,North America,Low,discount_dependency_score,monitor only,42.37,1983109.21,1983109.21,701993.53,0.0,452685.91,0.0
